"Neighborhood","Time_Col","gi_star","p_sim","significance"
"Hastings-Sunrise",2019-06-30,5.16550161917021,0.005,"***"
"Hastings-Sunrise",2019-07-31,3.87777249871804,0.005,"***"
"Hastings-Sunrise",2019-08-31,4.57124271301551,0.005,"***"
"Hastings-Sunrise",2019-09-30,4.11930752024068,0.005,"***"
"Hastings-Sunrise",2019-10-31,4.24100283938425,0.005,"***"
"Hastings-Sunrise",2019-11-30,4.7873987673927,0.005,"***"
"Hastings-Sunrise",2019-12-31,4.67329601846644,0.005,"***"
"Hastings-Sunrise",2020-01-31,4.21411243673999,0.005,"***"
"Hastings-Sunrise",2020-02-29,4.48903448290841,0.005,"***"
"Hastings-Sunrise",2020-03-31,5.8577957813303,0.005,"***"
"Hastings-Sunrise",2020-04-30,7.94681052005277,0.01,"***"
"Hastings-Sunrise",2020-05-31,9.51693410615234,0.095,""
"Hastings-Sunrise",2020-06-30,4.9101028280218,0.28,""
"Hastings-Sunrise",2020-07-31,4.02760516844204,0.135,""
"Hastings-Sunrise",2020-08-31,3.72957960825186,0.08,""
"Hastings-Sunrise",2020-09-30,4.90287496323875,0.03,"***"
"Hastings-Sunrise",2020-10-31,4.49211064889155,0.04,"***"
"Hastings-Sunrise",2020-11-30,6.22509436078654,0.045,"***"
"Hastings-Sunrise",2020-12-31,4.97789623020092,0.095,""
"Hastings-Sunrise",2021-01-31,4.61714741463155,0.12,""
"Hastings-Sunrise",2021-02-28,6.18013146479665,0.095,""
"Hastings-Sunrise",2021-03-31,4.95852727309727,0.195,""
"Hastings-Sunrise",2021-04-30,5.36010121087783,0.185,""
"Hastings-Sunrise",2021-05-31,4.57236319800649,0.235,""
"Hastings-Sunrise",2021-06-30,4.44192606494452,0.245,""
"Hastings-Sunrise",2021-07-31,3.57818624185948,0.125,""
"Hastings-Sunrise",2021-08-31,4.16398992200133,0.07,""
"Hastings-Sunrise",2021-09-30,4.77801468034684,0.07,""
"Hastings-Sunrise",2021-10-31,5.28944040705575,0.06,""
"Hastings-Sunrise",2021-11-30,4.27945464801212,0.125,""
"Hastings-Sunrise",2021-12-31,4.61527640928133,0.12,""
"Hastings-Sunrise",2022-01-31,4.41104038792646,0.1,""
"Hastings-Sunrise",2022-02-28,4.21738908767523,0.17,""
"Hastings-Sunrise",2022-03-31,3.61040676114332,0.055,""
"Hastings-Sunrise",2022-04-30,4.88525616629398,0.065,""
"Hastings-Sunrise",2022-05-31,4.40954171658304,0.095,""
"Hastings-Sunrise",2022-06-30,4.09637270244594,0.075,""
"Hastings-Sunrise",2022-07-31,4.7713819477543,0.13,""
"Hastings-Sunrise",2022-08-31,4.25703315180567,0.145,""
"Hastings-Sunrise",2022-09-30,4.60185367736948,0.065,""
"Hastings-Sunrise",2022-10-31,4.70150649323256,0.05,""
"Hastings-Sunrise",2022-11-30,6.22408432562099,0.115,""
"Hastings-Sunrise",2022-12-31,3.81170271452498,0.175,""
"Hastings-Sunrise",2023-01-31,3.72565126934571,0.1,""
"Hastings-Sunrise",2023-02-28,4.91091055376103,0.1,""
"Hastings-Sunrise",2023-03-31,3.38257485111197,0.105,""
"Hastings-Sunrise",2023-04-30,6.08103254663016,0.13,""
"Hastings-Sunrise",2023-05-31,3.41485290122537,0.165,""
"Hastings-Sunrise",2023-06-30,4.01975049624285,0.1,""
"Hastings-Sunrise",2023-07-31,3.57282114770199,0.06,""
"Hastings-Sunrise",2023-08-31,3.31423811404871,0.03,"***"
"Hastings-Sunrise",2023-09-30,5.15268725565518,0.035,"***"
"Hastings-Sunrise",2023-10-31,4.46086958757426,0.06,""
"Hastings-Sunrise",2023-11-30,5.80085649970929,0.115,""
"Hastings-Sunrise",2023-12-31,3.49031262557612,0.205,""
"Hastings-Sunrise",2024-01-31,4.16866357429843,0.23,""
"Hastings-Sunrise",2024-02-29,3.78825956438557,0.235,""
"Hastings-Sunrise",2024-03-31,3.74945620717283,0.215,""
"Hastings-Sunrise",2024-04-30,4.01358641426189,0.155,""
"Hastings-Sunrise",2024-05-31,4.49145261892167,0.145,""
"Hastings-Sunrise",2024-06-30,4.32505426221247,0.14,""
"Hastings-Sunrise",2024-07-31,3.98238843440705,0.12,""
"Hastings-Sunrise",2024-08-31,4.19333310756305,0.14,""
"Hastings-Sunrise",2024-09-30,5.07489438923965,0.145,""
"Hastings-Sunrise",2024-10-31,5.064530084602,0.23,""
"Hastings-Sunrise",2024-11-30,4.06012214182763,0.29,""
"Hastings-Sunrise",2024-12-31,3.53647846667076,0.185,""
"Kensington-Cedar Cottage",2010-01-31,1.41865858938783,0.295,""
"Kensington-Cedar Cottage",2010-02-28,4.39760230771955,0.215,""
"Kensington-Cedar Cottage",2010-03-31,2.94698460260819,0.21,""
"Kensington-Cedar Cottage",2010-04-30,4.71336714228231,0.27,""
"Kensington-Cedar Cottage",2010-05-31,2.49289656337326,0.295,""
"Kensington-Cedar Cottage",2010-06-30,2.85229076659046,0.295,""
"Kensington-Cedar Cottage",2010-07-31,2.14007830461975,0.235,""
"Kensington-Cedar Cottage",2010-08-31,2.15006642106247,0.185,""
"Kensington-Cedar Cottage",2010-09-30,2.97511988118775,0.19,""
"Kensington-Cedar Cottage",2010-10-31,3.70057639439487,0.08,""
"Kensington-Cedar Cottage",2010-11-30,6.96420771537224,0.085,""
"Kensington-Cedar Cottage",2010-12-31,4.29238777994658,0.165,""
"Kensington-Cedar Cottage",2011-01-31,4.53033511025248,0.18,""
"Kensington-Cedar Cottage",2011-02-28,4.04659143596041,0.21,""
"Kensington-Cedar Cottage",2011-03-31,4.93987925928296,0.225,""
"Kensington-Cedar Cottage",2011-04-30,4.89989348232067,0.35,""
"Kensington-Cedar Cottage",2011-05-31,2.62754800930972,0.42,""
"Kensington-Cedar Cottage",2011-06-30,4.28885343254749,0.43,""
"Kensington-Cedar Cottage",2011-07-31,1.06620791375141,0.275,""
"Kensington-Cedar Cottage",2011-08-31,2.74910248665652,0.305,""
"Kensington-Cedar Cottage",2011-09-30,3.2500538378074,0.31,""
"Kensington-Cedar Cottage",2011-10-31,5.13282163677119,0.35,""
"Kensington-Cedar Cottage",2011-11-30,3.78579329215901,0.335,""
"Kensington-Cedar Cottage",2011-12-31,2.69810160213197,0.335,""
"Kensington-Cedar Cottage",2012-01-31,2.77034992565176,0.295,""
"Kensington-Cedar Cottage",2012-02-29,3.37826673893899,0.25,""
"Kensington-Cedar Cottage",2012-03-31,2.45061357463409,0.3,""
"Kensington-Cedar Cottage",2012-04-30,2.80800462379423,0.275,""
"Kensington-Cedar Cottage",2012-05-31,4.49488933347574,0.375,""
"Kensington-Cedar Cottage",2012-06-30,2.93363671863182,0.465,""
"Kensington-Cedar Cottage",2012-07-31,2.70255179391916,0.45,""
"Kensington-Cedar Cottage",2012-08-31,1.00914008254259,0.375,""
"Kensington-Cedar Cottage",2012-09-30,3.12504215276369,0.37,""
"Kensington-Cedar Cottage",2012-10-31,1.63404641321003,0.5,""
"Kensington-Cedar Cottage",2012-11-30,2.00466701176114,0.22,""
"Kensington-Cedar Cottage",2012-12-31,6.0537464673058,0.23,""
"Kensington-Cedar Cottage",2013-01-31,5.75088863091066,0.47,""
"Kensington-Cedar Cottage",2013-02-28,3.80476242037642,0.37,""
"Kensington-Cedar Cottage",2013-03-31,1.84919653057841,0.405,""
"Kensington-Cedar Cottage",2013-04-30,2.83514932481486,0.265,""
"Kensington-Cedar Cottage",2013-05-31,3.28000449755064,0.195,""
"Kensington-Cedar Cottage",2013-06-30,3.75011437492037,0.2,""
"Kensington-Cedar Cottage",2013-07-31,3.28441238911872,0.155,""
"Kensington-Cedar Cottage",2013-08-31,3.21928949982326,0.195,""
"Kensington-Cedar Cottage",2013-09-30,4.11877082027517,0.205,""
"Kensington-Cedar Cottage",2013-10-31,2.71446266287871,0.185,""
"Kensington-Cedar Cottage",2013-11-30,3.21077335825261,0.055,""
"Kensington-Cedar Cottage",2013-12-31,4.94823170551183,0.105,""
"Kensington-Cedar Cottage",2014-01-31,4.12785673148681,0.21,""
"Kensington-Cedar Cottage",2014-02-28,3.33687478337328,0.27,""
"Kensington-Cedar Cottage",2014-03-31,3.73717982312174,0.155,""
"Kensington-Cedar Cottage",2014-04-30,4.1531242331093,0.19,""
"Kensington-Cedar Cottage",2014-05-31,3.46750462274551,0.085,""
"Kensington-Cedar Cottage",2014-06-30,4.58255678893293,0.08,""
"Kensington-Cedar Cottage",2014-07-31,3.32813503107328,0.045,"***"
"Kensington-Cedar Cottage",2014-08-31,3.15400543739224,0.025,"***"
"Kensington-Cedar Cottage",2014-09-30,4.587266846291,0.015,"***"
"Kensington-Cedar Cottage",2014-10-31,5.14822389709931,0.025,"***"
"Kensington-Cedar Cottage",2014-11-30,4.77048721976518,0.06,""
"Kensington-Cedar Cottage",2014-12-31,4.23337766960539,0.085,""
"Kensington-Cedar Cottage",2015-01-31,3.416147944154,0.05,""
"Kensington-Cedar Cottage",2015-02-28,4.57740498557999,0.08,""
"Kensington-Cedar Cottage",2015-03-31,4.37547750295184,0.17,""
"Kensington-Cedar Cottage",2015-04-30,3.39109365837511,0.14,""
"Kensington-Cedar Cottage",2015-05-31,3.53946281660153,0.155,""
"Kensington-Cedar Cottage",2015-06-30,4.5126265486731,0.08,""
"Kensington-Cedar Cottage",2015-07-31,2.93354157584723,0.12,""
"Kensington-Cedar Cottage",2015-08-31,4.2458248049302,0.07,""
"Kensington-Cedar Cottage",2015-09-30,3.37885227634825,0.06,""
"Kensington-Cedar Cottage",2015-10-31,3.02033476387653,0.03,"***"
"Kensington-Cedar Cottage",2015-11-30,2.6664488887925,0.04,"***"
"Kensington-Cedar Cottage",2015-12-31,3.61674362613097,0.005,"***"
"Kensington-Cedar Cottage",2016-01-31,2.75643036320901,0.005,"***"
"Kensington-Cedar Cottage",2016-02-29,4.5332496432848,0.01,"***"
"Kensington-Cedar Cottage",2016-03-31,3.42372520049617,0.015,"***"
"Kensington-Cedar Cottage",2016-04-30,4.12218636664929,0.01,"***"
"Kensington-Cedar Cottage",2016-05-31,3.23421504234683,0.01,"***"
"Kensington-Cedar Cottage",2016-06-30,4.18648738003394,0.01,"***"
"Kensington-Cedar Cottage",2016-07-31,3.53318079136726,0.015,"***"
"Kensington-Cedar Cottage",2016-08-31,4.59762524787466,0.01,"***"
"Kensington-Cedar Cottage",2016-09-30,4.26543121641993,0.01,"***"
"Kensington-Cedar Cottage",2016-10-31,3.28027786438788,0.02,"***"
"Kensington-Cedar Cottage",2016-11-30,4.31000445533615,0.02,"***"
"Kensington-Cedar Cottage",2016-12-31,4.02311359577234,0.04,"***"
"Kensington-Cedar Cottage",2017-01-31,3.55623187658516,0.035,"***"
"Kensington-Cedar Cottage",2017-02-28,4.04252182507931,0.075,""
"Kensington-Cedar Cottage",2017-03-31,2.48066454796571,0.03,"***"
"Kensington-Cedar Cottage",2017-04-30,3.84332973966461,0.025,"***"
"Kensington-Cedar Cottage",2017-05-31,3.41390009321435,0.02,"***"
"Kensington-Cedar Cottage",2017-06-30,3.19407611872494,0.04,"***"
"Kensington-Cedar Cottage",2017-07-31,3.35646816699914,0.025,"***"
"Kensington-Cedar Cottage",2017-08-31,2.55831241327952,0.025,"***"
"Kensington-Cedar Cottage",2017-09-30,3.51940771305183,0.005,"***"
"Kensington-Cedar Cottage",2017-10-31,3.42060399051988,0.01,"***"
"Kensington-Cedar Cottage",2017-11-30,3.72635935070611,0.005,"***"
"Kensington-Cedar Cottage",2017-12-31,4.0703000778659,0.01,"***"
"Kensington-Cedar Cottage",2018-01-31,3.11582719324176,0.005,"***"
"Kensington-Cedar Cottage",2018-02-28,4.80923024695722,0.01,"***"
"Kensington-Cedar Cottage",2018-03-31,3.67804230020895,0.01,"***"
"Kensington-Cedar Cottage",2018-04-30,2.96899668336702,0.005,"***"
"Kensington-Cedar Cottage",2018-05-31,4.22683344715452,0.01,"***"
"Kensington-Cedar Cottage",2018-06-30,3.44008090611107,0.005,"***"
"Kensington-Cedar Cottage",2018-07-31,3.81022958832339,0.015,"***"
"Kensington-Cedar Cottage",2018-08-31,2.84088832535462,0.015,"***"
"Kensington-Cedar Cottage",2018-09-30,3.14954363777312,0.005,"***"
"Kensington-Cedar Cottage",2018-10-31,3.36333742571473,0.01,"***"
"Kensington-Cedar Cottage",2018-11-30,2.76788454546148,0.005,"***"
"Kensington-Cedar Cottage",2018-12-31,2.7020249564329,0.005,"***"
"Kensington-Cedar Cottage",2019-01-31,3.0058973268733,0.005,"***"
"Kensington-Cedar Cottage",2019-02-28,4.57238417736439,0.01,"***"
"Kensington-Cedar Cottage",2019-03-31,2.89521969378381,0.01,"***"
"Kensington-Cedar Cottage",2019-04-30,3.47684638221154,0.01,"***"
"Kensington-Cedar Cottage",2019-05-31,3.35277865382694,0.005,"***"
"Kensington-Cedar Cottage",2019-06-30,4.56558773732024,0.015,"***"
"Kensington-Cedar Cottage",2019-07-31,3.19236788665504,0.005,"***"
"Kensington-Cedar Cottage",2019-08-31,3.62099351384626,0.005,"***"
"Kensington-Cedar Cottage",2019-09-30,3.16807144651796,0.01,"***"
"Kensington-Cedar Cottage",2019-10-31,3.36504069559654,0.005,"***"
"Kensington-Cedar Cottage",2019-11-30,4.0366518884378,0.005,"***"
"Kensington-Cedar Cottage",2019-12-31,3.86305585426744,0.005,"***"
"Kensington-Cedar Cottage",2020-01-31,3.15177269715826,0.005,"***"
"Kensington-Cedar Cottage",2020-02-29,3.44398931042413,0.005,"***"
"Kensington-Cedar Cottage",2020-03-31,4.54897641010277,0.01,"***"
"Kensington-Cedar Cottage",2020-04-30,6.42929701766452,0.02,"***"
"Kensington-Cedar Cottage",2020-05-31,9.0258444646489,0.2,""
"Kensington-Cedar Cottage",2020-06-30,3.45350893459406,0.445,""
"Kensington-Cedar Cottage",2020-07-31,2.03423911438626,0.295,""
"Kensington-Cedar Cottage",2020-08-31,2.6233115277478,0.125,""
"Kensington-Cedar Cottage",2020-09-30,4.03286926272329,0.125,""
"Kensington-Cedar Cottage",2020-10-31,3.16908026075356,0.06,""
"Kensington-Cedar Cottage",2020-11-30,5.31131659147355,0.115,""
"Kensington-Cedar Cottage",2020-12-31,4.2677042878026,0.14,""
"Kensington-Cedar Cottage",2021-01-31,3.81592801671907,0.17,""
"Kensington-Cedar Cottage",2021-02-28,5.14350155449844,0.26,""
"Kensington-Cedar Cottage",2021-03-31,3.74490462752857,0.345,""
"Kensington-Cedar Cottage",2021-04-30,4.09173864536879,0.375,""
"Kensington-Cedar Cottage",2021-05-31,3.17214610563371,0.455,""
"Kensington-Cedar Cottage",2021-06-30,3.55067344216802,0.415,""
"Kensington-Cedar Cottage",2021-07-31,2.68120884785103,0.24,""
"Kensington-Cedar Cottage",2021-08-31,3.23760058891002,0.18,""
"Kensington-Cedar Cottage",2021-09-30,3.58839333478555,0.165,""
"Kensington-Cedar Cottage",2021-10-31,3.89564013066374,0.19,""
"Kensington-Cedar Cottage",2021-11-30,2.67624204439411,0.295,""
"Kensington-Cedar Cottage",2021-12-31,3.33064319964889,0.21,""
"Kensington-Cedar Cottage",2022-01-31,3.42858259427779,0.255,""
"Kensington-Cedar Cottage",2022-02-28,3.84097090264038,0.27,""
"Kensington-Cedar Cottage",2022-03-31,3.17321574020038,0.195,""
"Kensington-Cedar Cottage",2022-04-30,4.56825541637137,0.1,""
"Kensington-Cedar Cottage",2022-05-31,3.97015408281435,0.215,""
"Kensington-Cedar Cottage",2022-06-30,3.46204989422167,0.22,""
"Kensington-Cedar Cottage",2022-07-31,4.06466229449093,0.235,""
"Kensington-Cedar Cottage",2022-08-31,2.74421097334787,0.29,""
"Kensington-Cedar Cottage",2022-09-30,2.65952828324942,0.27,""
"Kensington-Cedar Cottage",2022-10-31,3.22370658364228,0.25,""
"Kensington-Cedar Cottage",2022-11-30,5.3643085756917,0.26,""
"Kensington-Cedar Cottage",2022-12-31,2.97750024464145,0.435,""
"Kensington-Cedar Cottage",2023-01-31,2.69649906176863,0.35,""
"Kensington-Cedar Cottage",2023-02-28,4.41691484483913,0.275,""
"Kensington-Cedar Cottage",2023-03-31,2.48352363161787,0.255,""
"Kensington-Cedar Cottage",2023-04-30,5.68173862377413,0.205,""
"Kensington-Cedar Cottage",2023-05-31,2.93240807619166,0.21,""
"Kensington-Cedar Cottage",2023-06-30,3.33074000730806,0.17,""
"Kensington-Cedar Cottage",2023-07-31,2.85575349526718,0.16,""
"Kensington-Cedar Cottage",2023-08-31,2.85918526518904,0.085,""
"Kensington-Cedar Cottage",2023-09-30,4.75219395827885,0.12,""
"Kensington-Cedar Cottage",2023-10-31,3.75578833064275,0.13,""
"Kensington-Cedar Cottage",2023-11-30,5.51967689126534,0.21,""
"Kensington-Cedar Cottage",2023-12-31,3.13380138216693,0.29,""
"Kensington-Cedar Cottage",2024-01-31,4.20591371212368,0.295,""
"Kensington-Cedar Cottage",2024-02-29,3.50870065468999,0.34,""
"Kensington-Cedar Cottage",2024-03-31,2.7231765739223,0.35,""
"Kensington-Cedar Cottage",2024-04-30,2.68680076424349,0.47,""
"Kensington-Cedar Cottage",2024-05-31,3.38934656669869,0.38,""
"Kensington-Cedar Cottage",2024-06-30,3.39199169162893,0.255,""
"Kensington-Cedar Cottage",2024-07-31,3.34359133854373,0.305,""
"Kensington-Cedar Cottage",2024-08-31,3.2258781451359,0.305,""
"Kensington-Cedar Cottage",2024-09-30,4.01357676418816,0.385,""
"Kensington-Cedar Cottage",2024-10-31,4.19459067110636,0.465,""
"Kensington-Cedar Cottage",2024-11-30,2.95339780032742,0.435,""
"Kensington-Cedar Cottage",2024-12-31,2.56056477571281,0.485,""
"Kerrisdale",2010-01-31,-1.3348589097417,0.04,"***"
"Kerrisdale",2010-02-28,-2.09163972440571,0.005,"***"
"Kerrisdale",2010-03-31,-2.06021488370227,0.005,"***"
"Kerrisdale",2010-04-30,-2.3269854294527,0.005,"***"
"Kerrisdale",2010-05-31,-2.15250006434944,0.005,"***"
"Kerrisdale",2010-06-30,-1.57438053648891,0.11,""
"Kerrisdale",2010-07-31,-1.12127121515632,0.08,""
"Kerrisdale",2010-08-31,-1.58570964831326,0.05,""
"Kerrisdale",2010-09-30,-2.2862497305765,0.03,"***"
"Kerrisdale",2010-10-31,-2.97249899211207,0.025,"***"
"Kerrisdale",2010-11-30,-2.06636199115304,0.095,""
"Kerrisdale",2010-12-31,-1.15677574825669,0.08,""
"Kerrisdale",2011-01-31,-1.62778824628822,0.02,"***"
"Kerrisdale",2011-02-28,-2.30879648618291,0.01,"***"
"Kerrisdale",2011-03-31,-1.90533582748775,0.01,"***"
"Kerrisdale",2011-04-30,-1.56899897780443,0.01,"***"
"Kerrisdale",2011-05-31,-1.98106800539978,0.005,"***"
"Kerrisdale",2011-06-30,-1.68536838577745,0.01,"***"
"Kerrisdale",2011-07-31,-1.97260887324797,0.03,"***"
"Kerrisdale",2011-08-31,-1.3714963735096,0.085,""
"Kerrisdale",2011-09-30,-1.51735697720392,0.13,""
"Kerrisdale",2011-10-31,-1.05247467795955,0.13,""
"Kerrisdale",2011-11-30,-0.903063572595497,0.1,""
"Kerrisdale",2011-12-31,-1.05795631645255,0.135,""
"Kerrisdale",2012-01-31,-1.27218511010887,0.07,""
"Kerrisdale",2012-02-29,-1.56447488538055,0.03,"***"
"Kerrisdale",2012-03-31,-1.57607248041901,0.08,""
"Kerrisdale",2012-04-30,-1.66555798255187,0.155,""
"Kerrisdale",2012-05-31,-1.02995430819408,0.13,""
"Kerrisdale",2012-06-30,-2.0170303592625,0.04,"***"
"Kerrisdale",2012-07-31,-1.54460079529827,0.095,""
"Kerrisdale",2012-08-31,-1.25715151543495,0.185,""
"Kerrisdale",2012-09-30,-1.09538591296122,0.18,""
"Kerrisdale",2012-10-31,-1.22425437444354,0.1,""
"Kerrisdale",2012-11-30,-1.64495431961501,0.14,""
"Kerrisdale",2012-12-31,-1.95892747298524,0.06,""
"Kerrisdale",2013-01-31,-2.22655785554267,0.02,"***"
"Kerrisdale",2013-02-28,-2.18879410155779,0.005,"***"
"Kerrisdale",2013-03-31,-1.77892966001266,0.005,"***"
"Kerrisdale",2013-04-30,-1.82905984955839,0.025,"***"
"Kerrisdale",2013-05-31,-1.88708830391704,0.03,"***"
"Kerrisdale",2013-06-30,-1.6794556303841,0.02,"***"
"Kerrisdale",2013-07-31,-1.91893163225247,0.01,"***"
"Kerrisdale",2013-08-31,-1.73755262335392,0.005,"***"
"Kerrisdale",2013-09-30,-1.7723717756193,0.02,"***"
"Kerrisdale",2013-10-31,-2.1089104970791,0.02,"***"
"Kerrisdale",2013-11-30,-1.90007509387092,0.07,""
"Kerrisdale",2013-12-31,-1.94710559462953,0.11,""
"Kerrisdale",2014-01-31,-1.78876735749719,0.11,""
"Kerrisdale",2014-02-28,-1.08878165312348,0.015,"***"
"Kerrisdale",2014-03-31,-2.25238504399208,0.005,"***"
"Kerrisdale",2014-04-30,-1.73637846464116,0.01,"***"
"Kerrisdale",2014-05-31,-2.25540606032581,0.05,""
"Kerrisdale",2014-06-30,-2.28617069571504,0.02,"***"
"Kerrisdale",2014-07-31,-2.25353868388328,0.06,""
"Kerrisdale",2014-08-31,-1.60584732852905,0.16,""
"Kerrisdale",2014-09-30,-1.97436448707133,0.135,""
"Kerrisdale",2014-10-31,-2.23921186106797,0.07,""
"Kerrisdale",2014-11-30,-1.65128091492346,0.07,""
"Kerrisdale",2014-12-31,-2.01192005563219,0.03,"***"
"Kerrisdale",2015-01-31,-1.75265284448749,0.09,""
"Kerrisdale",2015-02-28,-1.4089875583847,0.08,""
"Kerrisdale",2015-03-31,-1.98407683579112,0.005,"***"
"Kerrisdale",2015-04-30,-2.08070357456554,0.055,""
"Kerrisdale",2015-05-31,-1.68013226140245,0.08,""
"Kerrisdale",2015-06-30,-1.78346897659456,0.04,"***"
"Kerrisdale",2015-07-31,-1.71266684349646,0.16,""
"Kerrisdale",2015-08-31,-1.20314390696503,0.275,""
"Kerrisdale",2015-09-30,-1.50642582648605,0.085,""
"Kerrisdale",2015-10-31,-1.91505792098896,0.095,""
"Kerrisdale",2015-11-30,-1.64760700058781,0.205,""
"Kerrisdale",2015-12-31,-1.53702208646682,0.26,""
"Kerrisdale",2016-01-31,-1.45134527413018,0.29,""
"Kerrisdale",2016-02-29,-1.2949415907954,0.165,""
"Kerrisdale",2016-03-31,-1.70436810326292,0.08,""
"Kerrisdale",2016-04-30,-1.56090703418892,0.09,""
"Kerrisdale",2016-05-31,-1.56841301493487,0.155,""
"Kerrisdale",2016-06-30,-1.36370554688207,0.3,""
"Kerrisdale",2016-07-31,-1.38163282464106,0.35,""
"Kerrisdale",2016-08-31,-1.29860243233479,0.365,""
"Kerrisdale",2016-09-30,-1.59415315674574,0.185,""
"Kerrisdale",2016-10-31,-1.64081025629577,0.135,""
"Kerrisdale",2016-11-30,-1.46359512166089,0.045,"***"
"Kerrisdale",2016-12-31,-1.39283040770207,0.055,""
"Kerrisdale",2017-01-31,-1.35053057139218,0.025,"***"
"Kerrisdale",2017-02-28,-1.43008508537822,0.01,"***"
"Kerrisdale",2017-03-31,-1.55259111219085,0.05,""
"Kerrisdale",2017-04-30,-1.69650971568549,0.025,"***"
"Kerrisdale",2017-05-31,-1.80042084503007,0.065,""
"Kerrisdale",2017-06-30,-1.78356662114079,0.1,""
"Kerrisdale",2017-07-31,-1.66731929916147,0.245,""
"Kerrisdale",2017-08-31,-1.53227321112134,0.19,""
"Kerrisdale",2017-09-30,-1.89194240257167,0.035,"***"
"Kerrisdale",2017-10-31,-2.07648123458691,0.08,""
"Kerrisdale",2017-11-30,-1.8329209352798,0.205,""
"Kerrisdale",2017-12-31,-1.86373790583953,0.21,""
"Kerrisdale",2018-01-31,-1.65839019482962,0.285,""
"Kerrisdale",2018-02-28,-1.49433341637549,0.19,""
"Kerrisdale",2018-03-31,-1.53543647452762,0.115,""
"Kerrisdale",2018-04-30,-1.48000474085543,0.275,""
"Kerrisdale",2018-05-31,-1.58370611120907,0.25,""
"Kerrisdale",2018-06-30,-1.52848058295238,0.16,""
"Kerrisdale",2018-07-31,-1.44097458161592,0.125,""
"Kerrisdale",2018-08-31,-1.61940444745594,0.18,""
"Kerrisdale",2018-09-30,-1.46278529526255,0.305,""
"Kerrisdale",2018-10-31,-1.50884407984362,0.205,""
"Kerrisdale",2018-11-30,-1.59520839191104,0.195,""
"Kerrisdale",2018-12-31,-1.73543918933004,0.115,""
"Kerrisdale",2019-01-31,-1.7693780439546,0.1,""
"Kerrisdale",2019-02-28,-1.49669169095087,0.05,""
"Kerrisdale",2019-03-31,-1.68869143835288,0.07,""
"Kerrisdale",2019-04-30,-1.71660184063519,0.095,""
"Kerrisdale",2019-05-31,-1.85850862951826,0.1,""
"Kerrisdale",2019-06-30,-1.86848480693432,0.115,""
"Kerrisdale",2019-07-31,-1.78968795839185,0.11,""
"Kerrisdale",2019-08-31,-1.71369576972759,0.25,""
"Kerrisdale",2019-09-30,-1.69534616000053,0.23,""
"Kerrisdale",2019-10-31,-1.65968437272348,0.28,""
"Kerrisdale",2019-11-30,-1.51463724775949,0.12,""
"Kerrisdale",2019-12-31,-1.5884532458585,0.04,"***"
"Kerrisdale",2020-01-31,-1.66572555300495,0.11,""
"Kerrisdale",2020-02-29,-1.40755100411439,0.15,""
"Kerrisdale",2020-03-31,-1.68225758360871,0.22,""
"Kerrisdale",2020-04-30,-2.07115613893104,0.2,""
"Kerrisdale",2020-05-31,-1.2392308988951,0.045,"***"
"Kerrisdale",2020-06-30,-1.54291014558116,0.015,"***"
"Kerrisdale",2020-07-31,-1.72285967717453,0.04,"***"
"Kerrisdale",2020-08-31,-1.8240814340405,0.09,""
"Kerrisdale",2020-09-30,-1.8986375708684,0.145,""
"Kerrisdale",2020-10-31,-1.7166157791937,0.145,""
"Kerrisdale",2020-11-30,-1.61670874455148,0.06,""
"Kerrisdale",2020-12-31,-2.18185239105892,0.005,"***"
"Kerrisdale",2021-01-31,-2.12609174796806,0.005,"***"
"Kerrisdale",2021-02-28,-1.9160622641753,0.015,"***"
"Kerrisdale",2021-03-31,-2.18964674217246,0.005,"***"
"Kerrisdale",2021-04-30,-2.22005928589469,0.005,"***"
"Kerrisdale",2021-05-31,-2.75194844715838,0.005,"***"
"Kerrisdale",2021-06-30,-1.83886996919997,0.005,"***"
"Kerrisdale",2021-07-31,-1.97507179793824,0.005,"***"
"Kerrisdale",2021-08-31,-1.80824428187088,0.04,"***"
"Kerrisdale",2021-09-30,-1.86571007322205,0.025,"***"
"Kerrisdale",2021-10-31,-1.98822937286493,0.005,"***"
"Kerrisdale",2021-11-30,-1.75178545700148,0.005,"***"
"Kerrisdale",2021-12-31,-1.62892108562871,0.01,"***"
"Kerrisdale",2022-01-31,-2.21107566044676,0.005,"***"
"Kerrisdale",2022-02-28,-2.03697701565797,0.005,"***"
"Kerrisdale",2022-03-31,-2.34934384162399,0.005,"***"
"Kerrisdale",2022-04-30,-2.40166357161215,0.005,"***"
"Kerrisdale",2022-05-31,-1.86856083769521,0.005,"***"
"Kerrisdale",2022-06-30,-2.07339192619244,0.005,"***"
"Kerrisdale",2022-07-31,-1.93016719336108,0.01,"***"
"Kerrisdale",2022-08-31,-1.72152337471072,0.01,"***"
"Kerrisdale",2022-09-30,-1.7026572124403,0.005,"***"
"Kerrisdale",2022-10-31,-1.59831070147883,0.01,"***"
"Kerrisdale",2022-11-30,-1.96995290306062,0.005,"***"
"Kerrisdale",2022-12-31,-1.96563865905884,0.005,"***"
"Kerrisdale",2023-01-31,-2.36429849354174,0.005,"***"
"Kerrisdale",2023-02-28,-1.62886637179203,0.005,"***"
"Kerrisdale",2023-03-31,-1.80848093790304,0.005,"***"
"Kerrisdale",2023-04-30,-2.38836102638758,0.005,"***"
"Kerrisdale",2023-05-31,-2.06812381993682,0.005,"***"
