"Neighborhood","Time_Col","gi_star","p_folded_sim"
"Hastings-Sunrise",2021-06-01,0.552493939183148,0.33
"Kerrisdale",2021-06-01,-1.82806512467319,0.03
"Marpole",2021-06-01,-0.905302062421658,0.095
"Oakridge",2021-06-01,-1.74583376198661,0.045
"Riley Park",2021-06-01,-0.595986145736269,0.38
"South Cambie",2021-06-01,-1.26087347735282,0.27
"Shaughnessy",2021-06-01,-1.91745280918815,0.03
"Victoria-Fraserview",2021-06-01,-0.881348936997568,0.425
"Arbutus Ridge",2021-06-01,-1.69697586913298,0.12
"Grandview-Woodland",2021-06-01,0.397702388396607,0.175
"Kensington-Cedar Cottage",2021-06-01,0.0954045086453243,0.435
"Killarney",2021-06-01,-1.01380233644093,0.265
"Kitsilano",2021-06-01,1.18683208754784,0.155
"Strathcona",2021-06-01,2.08908972465848,0.02
"Sunset",2021-06-01,-0.835479741862539,0.3
"West Point Grey",2021-06-01,-0.564304563470002,0.405
"Dunbar-Southlands",2021-06-01,-1.30769937879563,0.2
"Fairview",2021-06-01,1.67377669967358,0.075
"Mount Pleasant",2021-06-01,1.656985506152,0.135
"Renfrew-Collingwood",2021-06-01,-0.232554786435305,0.435
"West End",2021-06-01,3.27108648271644,0.03
"Downtown",2021-07-01,4.20951022599537,0.02
"Hastings-Sunrise",2021-07-01,0.596375658489111,0.17
"Kerrisdale",2021-07-01,-1.91669040396447,0.02
"Marpole",2021-07-01,-1.33683774367711,0.08
"Oakridge",2021-07-01,-1.92281066190144,0.035
"Riley Park",2021-07-01,-0.424414297152717,0.41
"South Cambie",2021-07-01,-1.13652706695497,0.285
"Shaughnessy",2021-07-01,-1.47700678478611,0.17
"Victoria-Fraserview",2021-07-01,-0.380597899944387,0.435
"Arbutus Ridge",2021-07-01,-1.41052256848399,0.25
"Grandview-Woodland",2021-07-01,0.569072898319403,0.305
"Kensington-Cedar Cottage",2021-07-01,0.476377068457954,0.43
"Killarney",2021-07-01,-0.612178267053365,0.475
"Kitsilano",2021-07-01,1.33660941635544,0.21
"Strathcona",2021-07-01,1.94678207911993,0.04
"Sunset",2021-07-01,-0.880735808919071,0.365
"West Point Grey",2021-07-01,-0.936520422304116,0.49
"Dunbar-Southlands",2021-07-01,-1.35701998830012,0.155
"Fairview",2021-07-01,1.94240684445226,0.07
"Mount Pleasant",2021-07-01,1.91817494732838,0.085
"Renfrew-Collingwood",2021-07-01,0.12767661180243,0.365
"West End",2021-07-01,3.26875889089536,0.025
"Downtown",2021-08-01,4.39973093109377,0.01
"Hastings-Sunrise",2021-08-01,-0.234544306994501,0.375
"Kerrisdale",2021-08-01,-1.39258451868783,0.035
"Marpole",2021-08-01,-0.733504129893181,0.215
"Oakridge",2021-08-01,-1.41679436635533,0.05
"Riley Park",2021-08-01,-0.738275159611007,0.475
"South Cambie",2021-08-01,-0.954602254054056,0.4
"Shaughnessy",2021-08-01,-1.37438691593381,0.07
"Victoria-Fraserview",2021-08-01,-0.764115380147894,0.375
"Arbutus Ridge",2021-08-01,-1.23361951699626,0.105
"Grandview-Woodland",2021-08-01,-0.019779553437071,0.325
"Kensington-Cedar Cottage",2021-08-01,-0.426229987970479,0.41
"Killarney",2021-08-01,-0.817412288517214,0.45
"Kitsilano",2021-08-01,1.33715513925252,0.095
"Strathcona",2021-08-01,2.1872362968308,0.03
"Sunset",2021-08-01,-0.845106687895614,0.29
"West Point Grey",2021-08-01,-0.883526517735518,0.435
"Dunbar-Southlands",2021-08-01,-1.19926555576345,0.075
"Fairview",2021-08-01,1.79356070159259,0.07
"Mount Pleasant",2021-08-01,1.62759504255984,0.1
"Renfrew-Collingwood",2021-08-01,-0.580894253572922,0.295
"West End",2021-08-01,3.19732569440617,0.025
"Downtown",2021-09-01,4.31807130099716,0.015
"Hastings-Sunrise",2021-09-01,0.165805280997858,0.305
"Kerrisdale",2021-09-01,-1.58274785736976,0.01
"Marpole",2021-09-01,-0.783600300606316,0.265
"Oakridge",2021-09-01,-1.53842506848998,0.095
"Riley Park",2021-09-01,-0.591625846274605,0.45
"South Cambie",2021-09-01,-1.04324439146193,0.42
"Shaughnessy",2021-09-01,-1.65813531497699,0.075
"Victoria-Fraserview",2021-09-01,-0.767262184150098,0.475
"Arbutus Ridge",2021-09-01,-1.40201669304308,0.105
"Grandview-Woodland",2021-09-01,0.466982694252914,0.28
"Kensington-Cedar Cottage",2021-09-01,0.000967970306719008,0.305
"Killarney",2021-09-01,-0.803285090783592,0.485
"Kitsilano",2021-09-01,1.00184926745471,0.215
"Strathcona",2021-09-01,2.40190526924979,0.015
"Sunset",2021-09-01,-0.840930591746489,0.13
"West Point Grey",2021-09-01,-1.1426144302083,0.33
"Dunbar-Southlands",2021-09-01,-1.39026197991543,0.07
"Fairview",2021-09-01,1.715243383507,0.145
"Mount Pleasant",2021-09-01,1.89625383086356,0.12
"Renfrew-Collingwood",2021-09-01,-0.414620790320666,0.325
"West End",2021-09-01,3.06399074063165,0.05
"Downtown",2021-10-01,4.24570534230724,0.03
"Hastings-Sunrise",2021-10-01,0.0662040010888047,0.29
"Kerrisdale",2021-10-01,-1.45022773117565,0.045
"Marpole",2021-10-01,-0.943243144225639,0.28
"Oakridge",2021-10-01,-1.42530528631806,0.05
"Riley Park",2021-10-01,-0.859979872273636,0.46
"South Cambie",2021-10-01,-1.08693359437036,0.35
"Shaughnessy",2021-10-01,-1.42530528631806,0.07
"Victoria-Fraserview",2021-10-01,-0.598285453885977,0.45
"Arbutus Ridge",2021-10-01,-1.37173902004372,0.065
"Grandview-Woodland",2021-10-01,0.12089066903263,0.36
"Kensington-Cedar Cottage",2021-10-01,-0.272087353581906,0.5
"Killarney",2021-10-01,-0.732148526501441,0.48
"Kitsilano",2021-10-01,1.19059168477011,0.115
"Strathcona",2021-10-01,1.98415357718625,0.02
"Sunset",2021-10-01,-0.853387363566964,0.37
"West Point Grey",2021-10-01,-1.18653642524455,0.24
"Dunbar-Southlands",2021-10-01,-1.46672454571222,0.01
"Fairview",2021-10-01,1.65766566340352,0.07
"Mount Pleasant",2021-10-01,1.31350588967364,0.175
"Renfrew-Collingwood",2021-10-01,-0.367606320119632,0.365
"West End",2021-10-01,3.62811035669834,0.075
"Downtown",2021-11-01,4.37900312905088,0.015
"Hastings-Sunrise",2021-11-01,-0.30508498836067,0.325
"Kerrisdale",2021-11-01,-1.52862316814699,0.01
"Marpole",2021-11-01,-0.742815623834675,0.18
"Oakridge",2021-11-01,-1.37223051461055,0.125
"Riley Park",2021-11-01,-0.853190341013999,0.335
"South Cambie",2021-11-01,-1.16760156109601,0.175
"Shaughnessy",2021-11-01,-1.36163785800654,0.105
"Victoria-Fraserview",2021-11-01,-0.731207989587665,0.46
"Arbutus Ridge",2021-11-01,-1.21174581489279,0.12
"Grandview-Woodland",2021-11-01,-0.182021903524668,0.32
"Kensington-Cedar Cottage",2021-11-01,-0.635963310737273,0.43
"Killarney",2021-11-01,-0.796284935816258,0.46
"Kitsilano",2021-11-01,1.4678975379684,0.11
"Strathcona",2021-11-01,2.22402534993358,0.03
"Sunset",2021-11-01,-0.708119515758398,0.285
"West Point Grey",2021-11-01,-0.796284935816258,0.5
"Dunbar-Southlands",2021-11-01,-1.21174581489279,0.11
"Fairview",2021-11-01,1.68553831542072,0.1
"Mount Pleasant",2021-11-01,1.30207599324283,0.14
"Renfrew-Collingwood",2021-11-01,-0.651118352036811,0.31
"West End",2021-11-01,3.31835193861859,0.025
"Downtown",2021-12-01,4.27307271257048,0.015
"Hastings-Sunrise",2021-12-01,-0.212506811536785,0.26
"Kerrisdale",2021-12-01,-1.38938596459669,0.035
"Marpole",2021-12-01,-0.680021796917711,0.135
"Oakridge",2021-12-01,-1.41362231788642,0.07
"Riley Park",2021-12-01,-0.828806100412926,0.49
"South Cambie",2021-12-01,-1.05503126175444,0.31
"Shaughnessy",2021-12-01,-1.26741826351805,0.09
"Victoria-Fraserview",2021-12-01,-0.57835060486514,0.445
"Arbutus Ridge",2021-12-01,-1.22130420282692,0.04
"Grandview-Woodland",2021-12-01,-0.149714872890622,0.305
"Kensington-Cedar Cottage",2021-12-01,-0.50994944121598,0.47
"Killarney",2021-12-01,-0.588488319397948,0.485
"Kitsilano",2021-12-01,1.30877734548874,0.095
"Strathcona",2021-12-01,2.06513029672927,0.035
"Sunset",2021-12-01,-0.774604736789967,0.265
"West Point Grey",2021-12-01,-0.953185306067098,0.18
"Dunbar-Southlands",2021-12-01,-1.3002634166117,0.05
"Fairview",2021-12-01,1.70726242796898,0.08
"Mount Pleasant",2021-12-01,1.45182327253293,0.17
"Renfrew-Collingwood",2021-12-01,-0.454271840346201,0.44
"West End",2021-12-01,3.09606077731285,0.01
"Downtown",2022-01-01,4.08606191917242,0.055
"Hastings-Sunrise",2022-01-01,-0.118815800157238,0.21
"Kerrisdale",2022-01-01,-1.44912661086929,0.075
"Marpole",2022-01-01,-0.475263200628953,0.175
"Oakridge",2022-01-01,-1.33410535805606,0.095
"Riley Park",2022-01-01,-0.793562669878175,0.35
"South Cambie",2022-01-01,-1.12841826256215,0.27
"Shaughnessy",2022-01-01,-1.67913260582918,0.015
"Victoria-Fraserview",2022-01-01,-0.248448014078101,0.325
"Arbutus Ridge",2022-01-01,-1.51553288587642,0.03
"Grandview-Woodland",2022-01-01,0.0993792056312399,0.26
"Kensington-Cedar Cottage",2022-01-01,-0.146282229870123,0.405
"Killarney",2022-01-01,-0.272538902834477,0.22
"Kitsilano",2022-01-01,0.753916107792171,0.215
"Strathcona",2022-01-01,2.45552653658293,0.015
"Sunset",2022-01-01,-0.510757739896552,0.42
"West Point Grey",2022-01-01,-1.21925298636477,0.13
"Dunbar-Southlands",2022-01-01,-1.56522248869204,0.015
"Fairview",2022-01-01,1.29403511038955,0.13
"Mount Pleasant",2022-01-01,1.64286196623369,0.15
"Renfrew-Collingwood",2022-01-01,-0.0621120035195256,0.415
"West End",2022-01-01,2.53473707002109,0.085
"Downtown",2022-02-01,4.16835872804473,0.02
"Hastings-Sunrise",2022-02-01,-0.155632297707996,0.23
"Kerrisdale",2022-02-01,-1.31349354733508,0.035
"Marpole",2022-02-01,-0.845621876139647,0.05
"Oakridge",2022-02-01,-1.28982781340875,0.045
"Riley Park",2022-02-01,-0.575318880801026,0.43
"South Cambie",2022-02-01,-0.762965647884545,0.425
"Shaughnessy",2022-02-01,-1.1877551087505,0.16
"Victoria-Fraserview",2022-02-01,-0.55793749557055,0.45
"Arbutus Ridge",2022-02-01,-1.25619460080555,0.05
"Grandview-Woodland",2022-02-01,-0.0801826340939713,0.23
"Kensington-Cedar Cottage",2022-02-01,-0.39190565627587,0.42
"Killarney",2022-02-01,-0.48608138647412,0.45
"Kitsilano",2022-02-01,1.03953353614488,0.165
"Strathcona",2022-02-01,2.2528218911572,0.02
"Sunset",2022-02-01,-0.821532445698432,0.37
"West Point Grey",2022-02-01,-1.08018085883138,0.11
"Dunbar-Southlands",2022-02-01,-1.34194547337827,0.03
"Fairview",2022-02-01,1.66093349564535,0.095
"Mount Pleasant",2022-02-01,1.74970491843114,0.055
"Renfrew-Collingwood",2022-02-01,-0.276184628545902,0.46
"West End",2022-02-01,2.6043260160186,0.035
"Downtown",2022-03-01,4.35473210995118,0.015
"Hastings-Sunrise",2022-03-01,-0.539509064256962,0.44
"Kerrisdale",2022-03-01,-1.63483007645669,0.02
"Marpole",2022-03-01,-0.678643051973365,0.265
"Oakridge",2022-03-01,-1.23497224827495,0.195
"Riley Park",2022-03-01,-0.265302892045338,0.45
"South Cambie",2022-03-01,-0.739284604855517,0.475
"Shaughnessy",2022-03-01,-1.60792200067095,0.01
"Victoria-Fraserview",2022-03-01,-0.504455243176691,0.5
"Arbutus Ridge",2022-03-01,-1.6525257966133,0.025
"Grandview-Woodland",2022-03-01,0.240783537124264,0.22
"Kensington-Cedar Cottage",2022-03-01,-0.147201448815965,0.35
"Killarney",2022-03-01,-0.810841136584946,0.5
"Kitsilano",2022-03-01,0.774155225181428,0.185
"Strathcona",2022-03-01,2.78900402649699,0.015
"Sunset",2022-03-01,-0.354103756855011,0.45
"West Point Grey",2022-03-01,-1.12481743067325,0.08
"Dunbar-Southlands",2022-03-01,-1.6525257966133,0.01
"Fairview",2022-03-01,1.68638955587192,0.105
"Mount Pleasant",2022-03-01,2.16075140783097,0.07
"Renfrew-Collingwood",2022-03-01,-0.746154307058082,0.28
"West End",2022-03-01,2.63916742434086,0.06
"Downtown",2022-04-01,4.20972028929,0.02
"Hastings-Sunrise",2022-04-01,-0.00735756049940852,0.25
"Kerrisdale",2022-04-01,-1.53733465021973,0.01
"Marpole",2022-04-01,-0.878945496583201,0.23
"Oakridge",2022-04-01,-1.20994463859892,0.07
"Riley Park",2022-04-01,-0.353023782085095,0.47
"South Cambie",2022-04-01,-0.719527612043882,0.385
"Shaughnessy",2022-04-01,-1.31841563309434,0.115
"Victoria-Fraserview",2022-04-01,-0.584745214172973,0.485
"Arbutus Ridge",2022-04-01,-1.41659587404381,0.07
"Grandview-Woodland",2022-04-01,0.106510967973219,0.215
"Kensington-Cedar Cottage",2022-04-01,-0.115293526312081,0.275
"Killarney",2022-04-01,-0.531309335307716,0.39
"Kitsilano",2022-04-01,0.977824175040116,0.25
"Strathcona",2022-04-01,2.28367358577799,0.02
"Sunset",2022-04-01,-0.697121939765091,0.4
"West Point Grey",2022-04-01,-1.11304386216084,0.16
"Dunbar-Southlands",2022-04-01,-1.48689311290614,0.035
"Fairview",2022-04-01,1.784396459533,0.075
"Mount Pleasant",2022-04-01,1.85868601205208,0.08
"Renfrew-Collingwood",2022-04-01,-0.29184005224662,0.34
"West End",2022-04-01,2.66966252890081,0.025
"Downtown",2022-05-01,4.25009695033689,0.01
"Hastings-Sunrise",2022-05-01,0.0266688421239113,0.34
"Kerrisdale",2022-05-01,-1.55666924292508,0.02
"Marpole",2022-05-01,-0.865626167271956,0.09
"Oakridge",2022-05-01,-1.52175911559862,0.03
"Riley Park",2022-05-01,-0.840258850088805,0.405
"South Cambie",2022-05-01,-0.984790754194739,0.275
"Shaughnessy",2022-05-01,-1.44722002405848,0.07
"Victoria-Fraserview",2022-05-01,-0.531166256009926,0.36
"Arbutus Ridge",2022-05-01,-1.27877230531524,0.01
"Grandview-Woodland",2022-05-01,0.216439793295383,0.2
"Kensington-Cedar Cottage",2022-05-01,-0.357067893036556,0.305
"Killarney",2022-05-01,-0.577117216008934,0.42
"Kitsilano",2022-05-01,0.997327563309002,0.175
"Strathcona",2022-05-01,2.55687523863,0.01
"Sunset",2022-05-01,-0.819825805522524,0.235
"West Point Grey",2022-05-01,-1.04195012011655,0.18
"Dunbar-Southlands",2022-05-01,-1.34778209448188,0.07
"Fairview",2022-05-01,1.45573833314904,0.14
"Mount Pleasant",2022-05-01,1.7057805712436,0.095
"Renfrew-Collingwood",2022-05-01,-0.347140151565543,0.49
"West End",2022-05-01,2.56909845793679,0.045
"Downtown",2022-06-01,4.15365951814559,0.02
"Hastings-Sunrise",2022-06-01,-0.0543513185840662,0.2
"Kerrisdale",2022-06-01,-1.59878965595128,0.01
"Marpole",2022-06-01,-0.884040834928584,0.09
"Oakridge",2022-06-01,-1.5277290121755,0.025
"Riley Park",2022-06-01,-0.836820572134083,0.36
"South Cambie",2022-06-01,-1.18162731126487,0.15
"Shaughnessy",2022-06-01,-1.53835837279152,0.025
"Victoria-Fraserview",2022-06-01,-0.224401786933271,0.255
"Arbutus Ridge",2022-06-01,-1.37250395263838,0.045
"Grandview-Woodland",2022-06-01,0.177433971063516,0.24
"Kensington-Cedar Cottage",2022-06-01,-0.206104289372615,0.45
"Killarney",2022-06-01,-0.150649339642508,0.415
"Kitsilano",2022-06-01,0.91706954445613,0.25
"Strathcona",2022-06-01,2.54452907820097,0.03
"Sunset",2022-06-01,-0.720553140821988,0.305
"West Point Grey",2022-06-01,-0.999106420509113,0.24
"Dunbar-Southlands",2022-06-01,-1.39546599595248,0.03
"Fairview",2022-06-01,1.27066130695777,0.165
"Mount Pleasant",2022-06-01,1.66585210034196,0.11
"Renfrew-Collingwood",2022-06-01,-0.0521864620775051,0.335
"West End",2022-06-01,2.47132117969998,0.04
"Downtown",2022-07-01,4.20716711282493,0.045
"Hastings-Sunrise",2022-07-01,0.131618973906495,0.24
"Kerrisdale",2022-07-01,-1.54988732166817,0.015
"Marpole",2022-07-01,-0.814753550669965,0.18
"Oakridge",2022-07-01,-1.55157062210906,0.085
"Riley Park",2022-07-01,-0.825565334618954,0.33
"South Cambie",2022-07-01,-1.28300400351286,0.13
"Shaughnessy",2022-07-01,-1.80997928375809,0.005
"Victoria-Fraserview",2022-07-01,-0.55580994514442,0.42
"Arbutus Ridge",2022-07-01,-1.32669417340994,0.08
"Grandview-Woodland",2022-07-01,0.161909853585548,0.19
"Kensington-Cedar Cottage",2022-07-01,-0.111090573700824,0.42
"Killarney",2022-07-01,-0.760386420386234,0.37
"Kitsilano",2022-07-01,0.996531698074877,0.18
"Strathcona",2022-07-01,2.50461276687434,0.04
"Sunset",2022-07-01,-0.698402449458374,0.29
"West Point Grey",2022-07-01,-0.898511660052725,0.32
"Dunbar-Southlands",2022-07-01,-1.19378309957106,0.07
"Fairview",2022-07-01,1.2613978934995,0.09
"Mount Pleasant",2022-07-01,1.56238220648203,0.145
"Renfrew-Collingwood",2022-07-01,-0.157076723627771,0.42
"West End",2022-07-01,2.77298706488856,0.08
"Downtown",2022-08-01,4.49579984246879,0.015
"Hastings-Sunrise",2022-08-01,-0.140375705617966,0.285
"Kerrisdale",2022-08-01,-1.56046165842828,0.005
"Marpole",2022-08-01,-0.984921787580751,0.13
"Oakridge",2022-08-01,-1.72204864167768,0.015
"Riley Park",2022-08-01,-1.12906493549998,0.255
"South Cambie",2022-08-01,-1.31095275764226,0.155
"Shaughnessy",2022-08-01,-1.4145756088448,0.15
"Victoria-Fraserview",2022-08-01,-0.561781499848425,0.5
"Arbutus Ridge",2022-08-01,-1.05994474923417,0.18
"Grandview-Woodland",2022-08-01,-0.00431310172628385,0.265
"Kensington-Cedar Cottage",2022-08-01,-0.537687225969083,0.455
"Killarney",2022-08-01,-0.519200537305455,0.315
"Kitsilano",2022-08-01,1.4499485684852,0.145
"Strathcona",2022-08-01,2.45628836728254,0.03
"Sunset",2022-08-01,-1.03876122951205,0.09
"West Point Grey",2022-08-01,-0.834207098308525,0.48
"Dunbar-Southlands",2022-08-01,-1.08366680872873,0.195
"Fairview",2022-08-01,1.54664436389109,0.08
"Mount Pleasant",2022-08-01,1.38548470488128,0.13
"Renfrew-Collingwood",2022-08-01,-0.288977815660994,0.37
"West End",2022-08-01,3.19999312602589,0.02
"Downtown",2022-09-01,4.43161107002402,0.01
"Hastings-Sunrise",2022-09-01,-0.431162157081182,0.49
"Kerrisdale",2022-09-01,-1.55376918879902,0.035
"Marpole",2022-09-01,-0.917921539680728,0.055
"Oakridge",2022-09-01,-1.62304530870188,0.01
"Riley Park",2022-09-01,-1.0467752630422,0.21
"South Cambie",2022-09-01,-1.2056513876292,0.205
"Shaughnessy",2022-09-01,-1.5143151114076,0.07
"Victoria-Fraserview",2022-09-01,-0.439873806783927,0.46
"Arbutus Ridge",2022-09-01,-1.17975863227242,0.125
"Grandview-Woodland",2022-09-01,-0.298943363833737,0.24
"Kensington-Cedar Cottage",2022-09-01,-0.672137886395189,0.44
"Killarney",2022-09-01,-0.320533630080597,0.29
"Kitsilano",2022-09-01,1.40230206514104,0.165
"Strathcona",2022-09-01,2.38954606003413,0.025
"Sunset",2022-09-01,-0.902452012416779,0.195
"West Point Grey",2022-09-01,-0.645998546777819,0.415
"Dunbar-Southlands",2022-09-01,-1.0623165964806,0.105
"Fairview",2022-09-01,1.49804544751964,0.085
"Mount Pleasant",2022-09-01,1.35974945075055,0.13
"Renfrew-Collingwood",2022-09-01,-0.287199160254554,0.5
"West End",2022-09-01,2.98863453092588,0.015
"Downtown",2022-10-01,4.43714615133961,0.005
"Hastings-Sunrise",2022-10-01,-0.0516940484796605,0.255
"Kerrisdale",2022-10-01,-1.69153039312351,0.015
"Marpole",2022-10-01,-0.853768021732496,0.145
"Oakridge",2022-10-01,-1.68853982114423,0.04
"Riley Park",2022-10-01,-1.02108780874359,0.335
"South Cambie",2022-10-01,-1.3468596560008,0.155
"Shaughnessy",2022-10-01,-1.59467938190039,0.07
"Victoria-Fraserview",2022-10-01,-0.486423325041323,0.46
"Arbutus Ridge",2022-10-01,-1.3537929172729,0.105
"Grandview-Woodland",2022-10-01,0.223242704966333,0.23
"Kensington-Cedar Cottage",2022-10-01,-0.365012892947889,0.495
"Killarney",2022-10-01,-0.604242197223327,0.41
"Kitsilano",2022-10-01,1.19614771399314,0.15
"Strathcona",2022-10-01,2.79746424456773,0.025
"Sunset",2022-10-01,-0.829853550316743,0.21
"West Point Grey",2022-10-01,-0.734313903083534,0.435
"Dunbar-Southlands",2022-10-01,-1.21861843536668,0.095
"Fairview",2022-10-01,1.34920267545795,0.185
"Mount Pleasant",2022-10-01,1.59409061380164,0.11
"Renfrew-Collingwood",2022-10-01,-0.227338901387734,0.355
"West End",2022-10-01,2.79746424456773,0.015
"Downtown",2022-11-01,4.03536245104267,0.065
"Hastings-Sunrise",2022-11-01,0.593539777463583,0.15
"Kerrisdale",2022-11-01,-2.10740379869464,0.005
"Marpole",2022-11-01,-1.47746729551419,0.04
"Oakridge",2022-11-01,-2.06550452430055,0.035
"Riley Park",2022-11-01,-0.704717896245207,0.39
"South Cambie",2022-11-01,-1.20730694462002,0.23
"Shaughnessy",2022-11-01,-2.06550452430055,0.015
"Victoria-Fraserview",2022-11-01,0.168150730612222,0.215
"Arbutus Ridge",2022-11-01,-1.59893328662515,0.055
"Grandview-Woodland",2022-11-01,0.647080043695247,0.215
"Kensington-Cedar Cottage",2022-11-01,0.587499049687435,0.29
"Killarney",2022-11-01,0.313782471332057,0.25
"Kitsilano",2022-11-01,0.5575801166015,0.205
"Strathcona",2022-11-01,2.59434322084889,0.015
"Sunset",2022-11-01,-0.938857005685489,0.24
"West Point Grey",2022-11-01,-1.19272011202461,0.33
"Dunbar-Southlands",2022-11-01,-1.5493888749269,0.02
"Fairview",2022-11-01,1.17091824486315,0.095
"Mount Pleasant",2022-11-01,1.99368890472634,0.115
"Renfrew-Collingwood",2022-11-01,0.779198474890565,0.26
"West End",2022-11-01,2.31352870247902,0.075
"Downtown",2022-12-01,4.28064406373707,0.02
"Hastings-Sunrise",2022-12-01,-0.256110323575436,0.315
"Kerrisdale",2022-12-01,-1.55359066150824,0.025
"Marpole",2022-12-01,-0.900436539091254,0.12
"Oakridge",2022-12-01,-1.51782912321635,0.03
"Riley Park",2022-12-01,-0.920686048989601,0.385
"South Cambie",2022-12-01,-1.18355463242291,0.21
"Shaughnessy",2022-12-01,-1.52977198470088,0.04
"Victoria-Fraserview",2022-12-01,-0.320148706887403,0.375
"Arbutus Ridge",2022-12-01,-1.35212988659771,0.05
"Grandview-Woodland",2022-12-01,-0.0879529414525835,0.315
"Kensington-Cedar Cottage",2022-12-01,-0.42331154808908,0.47
"Killarney",2022-12-01,-0.320927415957584,0.315
"Kitsilano",2022-12-01,1.1424631617812,0.175
"Strathcona",2022-12-01,2.3074854700726,0.015
"Sunset",2022-12-01,-0.751845931823367,0.27
"West Point Grey",2022-12-01,-1.00611421964761,0.215
"Dunbar-Southlands",2022-12-01,-1.35212988659771,0.03
"Fairview",2022-12-01,1.49300973861782,0.09
"Mount Pleasant",2022-12-01,1.4229004232505,0.11
"Renfrew-Collingwood",2022-12-01,-0.268549647901888,0.39
"West End",2022-12-01,3.06148423291026,0.04
"Downtown",2023-01-01,4.076560187311,0.045
"Hastings-Sunrise",2023-01-01,0.089993383082739,0.17
"Kerrisdale",2023-01-01,-1.9311136081394,0.005
"Marpole",2023-01-01,-0.932284393373475,0.15
"Oakridge",2023-01-01,-1.67148912667802,0.04
"Riley Park",2023-01-01,-0.79218951252122,0.45
"South Cambie",2023-01-01,-1.4071885678385,0.13
"Shaughnessy",2023-01-01,-1.80676599039445,0.01
"Victoria-Fraserview",2023-01-01,-0.0542399236562661,0.24
"Arbutus Ridge",2023-01-01,-1.57627859768413,0.01
"Grandview-Woodland",2023-01-01,0.39628352385598,0.225
"Kensington-Cedar Cottage",2023-01-01,0.0476276644042927,0.415
"Killarney",2023-01-01,-0.149547177113512,0.415
"Kitsilano",2023-01-01,0.907933686696566,0.24
"Strathcona",2023-01-01,2.50981546152973,0.025
"Sunset",2023-01-01,-0.499051831316925,0.3
"West Point Grey",2023-01-01,-0.922846682700477,0.27
"Dunbar-Southlands",2023-01-01,-1.50322074133079,0.045
"Fairview",2023-01-01,1.15058410324054,0.13
"Mount Pleasant",2023-01-01,1.62485537194013,0.115
"Renfrew-Collingwood",2023-01-01,-0.0177109954795972,0.345
"West End",2023-01-01,2.65215793673249,0.05
"Downtown",2023-02-01,4.22987589525185,0.01
"Hastings-Sunrise",2023-02-01,-0.180539332373194,0.22
"Kerrisdale",2023-02-01,-1.4879286943359,0.015
"Marpole",2023-02-01,-0.657163169838428,0.17
"Oakridge",2023-02-01,-1.40922485151265,0.02
"Riley Park",2023-02-01,-0.981424450160597,0.27
"South Cambie",2023-02-01,-1.24102349614916,0.145
"Shaughnessy",2023-02-01,-1.4218072162583,0.065
"Victoria-Fraserview",2023-02-01,-0.475667752521137,0.405
"Arbutus Ridge",2023-02-01,-1.26391717098473,0.065
"Grandview-Woodland",2023-02-01,0,0.3
"Kensington-Cedar Cottage",2023-02-01,-0.498578302138189,0.47
"Killarney",2023-02-01,-0.502174911932165,0.345
"Kitsilano",2023-02-01,1.17565994701721,0.215
"Strathcona",2023-02-01,2.5203290799298,0.04
"Sunset",2023-02-01,-0.708228068483028,0.27
"West Point Grey",2023-02-01,-0.737569401900367,0.335
"Dunbar-Southlands",2023-02-01,-1.20955514212518,0.06
"Fairview",2023-02-01,1.32338685135445,0.17
"Mount Pleasant",2023-02-01,1.43418202960738,0.11
"Renfrew-Collingwood",2023-02-01,-0.33976268037224,0.385
"West End",2023-02-01,2.63587425264864,0.015
"Downtown",2023-03-01,4.28299321600667,0.015
"Hastings-Sunrise",2023-03-01,-0.0640045968325281,0.39
"Kerrisdale",2023-03-01,-1.44231763745437,0.02
"Marpole",2023-03-01,-0.794927320965826,0.125
"Oakridge",2023-03-01,-1.43014344389932,0.055
"Riley Park",2023-03-01,-0.821481204382645,0.395
"South Cambie",2023-03-01,-1.10382797550988,0.22
"Shaughnessy",2023-03-01,-1.29904696154188,0.105
"Victoria-Fraserview",2023-03-01,-0.622490003185967,0.495
"Arbutus Ridge",2023-03-01,-1.20912016866994,0.085
"Grandview-Woodland",2023-03-01,0.065283294277996,0.195
"Kensington-Cedar Cottage",2023-03-01,-0.534297397743942,0.395
"Killarney",2023-03-01,-0.716666086742708,0.385
"Kitsilano",2023-03-01,1.16062887569163,0.155
"Strathcona",2023-03-01,2.5372203919948,0.085
"Sunset",2023-03-01,-0.745996047168565,0.36
"West Point Grey",2023-03-01,-0.86849312437857,0.355
"Dunbar-Southlands",2023-03-01,-1.18889154227394,0.065
"Fairview",2023-03-01,1.4354817848974,0.185
"Mount Pleasant",2023-03-01,1.5545847122199,0.04
"Renfrew-Collingwood",2023-03-01,-0.450546678819976,0.435
"West End",2023-03-01,2.63396016430656,0.025
"Downtown",2023-04-01,4.1029555471836,0.035
"Hastings-Sunrise",2023-04-01,0.115876660298927,0.2
"Kerrisdale",2023-04-01,-2.07594656639696,0.01
"Marpole",2023-04-01,-0.855280111730173,0.23
"Oakridge",2023-04-01,-1.61516317383391,0.055
"Riley Park",2023-04-01,-0.300782937984377,0.455
"South Cambie",2023-04-01,-1.15535256462612,0.275
"Shaughnessy",2023-04-01,-1.94753518749702,0.035
"Victoria-Fraserview",2023-04-01,0.372354150017573,0.205
