"Neighborhood","Time_Col","gi_star","p_folded_sim"
"Shaughnessy",2013-11-01,-1.34709902305943,0.24
"Victoria-Fraserview",2013-11-01,-0.620814184073012,0.42
"Arbutus Ridge",2013-11-01,-1.17372681676304,0.08
"Grandview-Woodland",2013-11-01,0.11640265951369,0.29
"Kensington-Cedar Cottage",2013-11-01,0.0483266879629247,0.5
"Killarney",2013-11-01,-0.86246553732592,0.46
"Kitsilano",2013-11-01,1.27846056338283,0.145
"Strathcona",2013-11-01,2.22154484800734,0.01
"Sunset",2013-11-01,-0.681726165381524,0.5
"West Point Grey",2013-11-01,-0.974474048666948,0.485
"Dunbar-Southlands",2013-11-01,-1.23192814651988,0.15
"Fairview",2013-11-01,1.95503419486377,0.03
"Mount Pleasant",2013-11-01,2.19227429940904,0.05
"Renfrew-Collingwood",2013-11-01,-0.388008865045633,0.305
"West End",2013-11-01,2.99470430787068,0.035
"Downtown",2013-12-01,4.1195034695364,0.025
"Hastings-Sunrise",2013-12-01,0.74727153978138,0.19
"Kerrisdale",2013-12-01,-1.94033320422937,0.03
"Marpole",2013-12-01,-1.0999165360827,0.15
"Oakridge",2013-12-01,-2.17186506425908,0.03
"Riley Park",2013-12-01,-0.723579915190978,0.42
"South Cambie",2013-12-01,-1.45452351308359,0.28
"Shaughnessy",2013-12-01,-1.60245380906991,0.16
"Victoria-Fraserview",2013-12-01,-0.536028047686249,0.405
"Arbutus Ridge",2013-12-01,-1.55217192039759,0.12
"Grandview-Woodland",2013-12-01,0.39989394033736,0.365
"Kensington-Cedar Cottage",2013-12-01,0.25268199714839,0.47
"Killarney",2013-12-01,-0.7522861794418,0.46
"Kitsilano",2013-12-01,1.57279404325261,0.12
"Strathcona",2013-12-01,1.40089193585636,0.035
"Sunset",2013-12-01,-1.00706721860722,0.255
"West Point Grey",2013-12-01,-0.844918432880529,0.44
"Dunbar-Southlands",2013-12-01,-1.40509846513674,0.275
"Fairview",2013-12-01,2.03301659143573,0.125
"Mount Pleasant",2013-12-01,1.35479388885008,0.13
"Renfrew-Collingwood",2013-12-01,0.172598600388769,0.495
"West End",2013-12-01,4.14325577156227,0.005
"Downtown",2014-01-01,4.5784486941043,0.01
"Hastings-Sunrise",2014-01-01,0.282873295024579,0.165
"Kerrisdale",2014-01-01,-1.98931394581575,0.01
"Marpole",2014-01-01,-1.39907602674319,0.08
"Oakridge",2014-01-01,-1.96477440857897,0.035
"Riley Park",2014-01-01,-0.470213807612459,0.375
"South Cambie",2014-01-01,-0.914864297349567,0.41
"Shaughnessy",2014-01-01,-1.02701089424704,0.345
"Victoria-Fraserview",2014-01-01,-0.297827237161997,0.375
"Arbutus Ridge",2014-01-01,-1.27907446298075,0.245
"Grandview-Woodland",2014-01-01,0.0820103986388114,0.285
"Kensington-Cedar Cottage",2014-01-01,0.0899261175416704,0.5
"Killarney",2014-01-01,-0.503391715660743,0.455
"Kitsilano",2014-01-01,1.73857160580563,0.125
"Strathcona",2014-01-01,1.76298869818021,0.06
"Sunset",2014-01-01,-1.03592904647252,0.26
"West Point Grey",2014-01-01,-0.923715491443476,0.495
"Dunbar-Southlands",2014-01-01,-1.35820730377259,0.195
"Fairview",2014-01-01,2.29767746704298,0.055
"Mount Pleasant",2014-01-01,1.73857160580563,0.105
"Renfrew-Collingwood",2014-01-01,0.240276080222481,0.365
"West End",2014-01-01,3.74768889786617,0.01
"Downtown",2014-02-01,4.18446821279423,0.02
"Hastings-Sunrise",2014-02-01,-0.2612019019332,0.23
"Kerrisdale",2014-02-01,-1.28879310811297,0.02
"Marpole",2014-02-01,-0.99987495541537,0.03
"Oakridge",2014-02-01,-1.46939641666387,0.005
"Riley Park",2014-02-01,-0.788036954135891,0.29
"South Cambie",2014-02-01,-0.94671427555627,0.31
"Shaughnessy",2014-02-01,-1.1760333147421,0.17
"Victoria-Fraserview",2014-02-01,-0.617939774698756,0.45
"Arbutus Ridge",2014-02-01,-0.965472820920312,0.115
"Grandview-Woodland",2014-02-01,-0.188634247013305,0.325
"Kensington-Cedar Cottage",2014-02-01,-0.552588599812656,0.48
"Killarney",2014-02-01,-0.562244428027125,0.425
"Kitsilano",2014-02-01,1.3917825587056,0.09
"Strathcona",2014-02-01,2.09603416579666,0.025
"Sunset",2014-02-01,-0.94671427555627,0.24
"West Point Grey",2014-02-01,-0.798301248954544,0.375
"Dunbar-Southlands",2014-02-01,-0.975694381103299,0.13
"Fairview",2014-02-01,1.68806768762267,0.11
"Mount Pleasant",2014-02-01,1.52140730260682,0.06
"Renfrew-Collingwood",2014-02-01,-0.474837932136939,0.43
"West End",2014-02-01,2.84557005830063,0.02
"Downtown",2014-03-01,4.4827942221873,0.01
"Hastings-Sunrise",2014-03-01,0.0711763888450905,0.3
"Kerrisdale",2014-03-01,-1.69065382093921,0.015
"Marpole",2014-03-01,-0.996469443831268,0.285
"Oakridge",2014-03-01,-1.40134426605122,0.09
"Riley Park",2014-03-01,-0.334834470649407,0.485
"South Cambie",2014-03-01,-0.794094976501751,0.465
"Shaughnessy",2014-03-01,-1.35173915928834,0.18
"Victoria-Fraserview",2014-03-01,-0.776904766096992,0.35
"Arbutus Ridge",2014-03-01,-1.46004516387193,0.13
"Grandview-Woodland",2014-03-01,0.267898195205859,0.28
"Kensington-Cedar Cottage",2014-03-01,-0.0364001968704461,0.41
"Killarney",2014-03-01,-0.989895008752114,0.39
"Kitsilano",2014-03-01,1.2740068904656,0.145
"Strathcona",2014-03-01,2.14952694312173,0.055
"Sunset",2014-03-01,-0.742863042533896,0.37
"West Point Grey",2014-03-01,-1.14456610386963,0.365
"Dunbar-Southlands",2014-03-01,-1.5270197126734,0.055
"Fairview",2014-03-01,2.09907801952903,0.08
"Mount Pleasant",2014-03-01,1.84427664143591,0.11
"Renfrew-Collingwood",2014-03-01,-0.522401480651426,0.47
"West End",2014-03-01,3.50187833117846,0.025
"Downtown",2014-04-01,4.57342726835233,0.005
"Hastings-Sunrise",2014-04-01,-0.265715176013831,0.255
"Kerrisdale",2014-04-01,-1.49535784773219,0.025
"Marpole",2014-04-01,-0.940222930510479,0.16
"Oakridge",2014-04-01,-1.59700169459518,0.05
"Riley Park",2014-04-01,-0.323851911586898,0.47
"South Cambie",2014-04-01,-0.97698245239997,0.44
"Shaughnessy",2014-04-01,-1.19302147498678,0.255
"Victoria-Fraserview",2014-04-01,-0.913567125083378,0.41
"Arbutus Ridge",2014-04-01,-1.01934858167198,0.25
"Grandview-Woodland",2014-04-01,0.289696943611965,0.285
"Kensington-Cedar Cottage",2014-04-01,-0.247169804208506,0.385
"Killarney",2014-04-01,-1.14095379324926,0.225
"Kitsilano",2014-04-01,1.57339368758278,0.18
"Strathcona",2014-04-01,2.43231584197276,0.035
"Sunset",2014-04-01,-0.774689615197153,0.355
"West Point Grey",2014-04-01,-0.820320792956582,0.37
"Dunbar-Southlands",2014-04-01,-1.0061258995984,0.215
"Fairview",2014-04-01,2.0285345605306,0.075
"Mount Pleasant",2014-04-01,2.06446673471069,0.055
"Renfrew-Collingwood",2014-04-01,-0.807785668494776,0.315
"West End",2014-04-01,3.19113706578149,0.01
"Downtown",2014-05-01,4.59879294304032,0.01
"Hastings-Sunrise",2014-05-01,0.203746305396775,0.27
"Kerrisdale",2014-05-01,-2.20034148279873,0.005
"Marpole",2014-05-01,-1.44971074358685,0.075
"Oakridge",2014-05-01,-1.92842196362905,0.04
"Riley Park",2014-05-01,-0.28542691132759,0.465
"South Cambie",2014-05-01,-0.747534981551069,0.425
"Shaughnessy",2014-05-01,-1.56831345901503,0.225
"Victoria-Fraserview",2014-05-01,-0.829858499579948,0.415
"Arbutus Ridge",2014-05-01,-1.65640198518021,0.055
"Grandview-Woodland",2014-05-01,0.531507241408728,0.255
"Kensington-Cedar Cottage",2014-05-01,-0.103596991838861,0.47
"Killarney",2014-05-01,-0.732394999046345,0.42
"Kitsilano",2014-05-01,1.31673278032871,0.145
"Strathcona",2014-05-01,2.54183791372518,0.02
"Sunset",2014-05-01,-1.13107589788045,0.215
"West Point Grey",2014-05-01,-0.985032995233064,0.385
"Dunbar-Southlands",2014-05-01,-1.51054137007429,0.08
"Fairview",2014-05-01,2.24159867848434,0.09
"Mount Pleasant",2014-05-01,2.18654713692746,0.1
"Renfrew-Collingwood",2014-05-01,-0.307191295450367,0.335
"West End",2014-05-01,3.42023697099773,0.005
"Downtown",2014-06-01,4.71384165978711,0.01
"Hastings-Sunrise",2014-06-01,0.308253643053702,0.3
"Kerrisdale",2014-06-01,-2.10562470479047,0.04
"Marpole",2014-06-01,-1.54477774441143,0.06
"Oakridge",2014-06-01,-2.09940037427315,0.015
"Riley Park",2014-06-01,-0.0815301116222581,0.465
"South Cambie",2014-06-01,-0.50785499628163,0.39
"Shaughnessy",2014-06-01,-1.39314578234534,0.22
"Victoria-Fraserview",2014-06-01,-0.90154071826473,0.43
"Arbutus Ridge",2014-06-01,-1.53118820403692,0.115
"Grandview-Woodland",2014-06-01,0.515166124722704,0.23
"Kensington-Cedar Cottage",2014-06-01,0.102204024117539,0.46
"Killarney",2014-06-01,-0.88975175448812,0.495
"Kitsilano",2014-06-01,1.35258301185798,0.14
"Strathcona",2014-06-01,2.27709949223541,0.02
"Sunset",2014-06-01,-1.28358376780404,0.215
"West Point Grey",2014-06-01,-1.30920615303252,0.345
"Dunbar-Southlands",2014-06-01,-1.64016565349749,0.06
"Fairview",2014-06-01,2.62489847306754,0.07
"Mount Pleasant",2014-06-01,2.39456550164167,0.06
"Renfrew-Collingwood",2014-06-01,-0.162915783031965,0.39
"West End",2014-06-01,3.70547785340645,0.02
"Downtown",2014-07-01,4.69361584889659,0.01
"Hastings-Sunrise",2014-07-01,-0.238150008654797,0.375
"Kerrisdale",2014-07-01,-1.80379543299029,0.03
"Marpole",2014-07-01,-1.3637030913845,0.015
"Oakridge",2014-07-01,-1.81751406099158,0.04
"Riley Park",2014-07-01,-0.160136872561324,0.4
"South Cambie",2014-07-01,-0.459503443634383,0.44
"Shaughnessy",2014-07-01,-1.27951727731265,0.22
"Victoria-Fraserview",2014-07-01,-0.98497800714816,0.365
"Arbutus Ridge",2014-07-01,-1.36925575907188,0.135
"Grandview-Woodland",2014-07-01,-0.0102246851953095,0.24
"Kensington-Cedar Cottage",2014-07-01,-0.328019993126875,0.405
"Killarney",2014-07-01,-0.873677262983896,0.405
"Kitsilano",2014-07-01,1.55674429679272,0.075
"Strathcona",2014-07-01,2.1524052113021,0.08
"Sunset",2014-07-01,-1.2212689042694,0.21
"West Point Grey",2014-07-01,-0.906144999108298,0.5
"Dunbar-Southlands",2014-07-01,-1.28490210621058,0.095
"Fairview",2014-07-01,2.58402573409124,0.035
"Mount Pleasant",2014-07-01,2.21046884780087,0.075
"Renfrew-Collingwood",2014-07-01,-0.488228718076035,0.305
"West End",2014-07-01,3.55685640302677,0.015
"Downtown",2014-08-01,4.50470071752776,0.015
"Hastings-Sunrise",2014-08-01,-0.276758047410196,0.395
"Kerrisdale",2014-08-01,-1.52310967054152,0.02
"Marpole",2014-08-01,-0.967295029388962,0.065
"Oakridge",2014-08-01,-1.5680828627538,0.05
"Riley Park",2014-08-01,-0.555822798769538,0.405
"South Cambie",2014-08-01,-0.758432039547595,0.47
"Shaughnessy",2014-08-01,-1.23837529905607,0.18
"Victoria-Fraserview",2014-08-01,-0.86106109185785,0.39
"Arbutus Ridge",2014-08-01,-1.24217718198754,0.12
"Grandview-Woodland",2014-08-01,-0.0863333020860112,0.275
"Kensington-Cedar Cottage",2014-08-01,-0.54458830697389,0.425
"Killarney",2014-08-01,-0.761441165611702,0.395
"Kitsilano",2014-08-01,1.48147570139945,0.09
"Strathcona",2014-08-01,2.20651917624421,0.035
"Sunset",2014-08-01,-1.0272640191939,0.14
"West Point Grey",2014-08-01,-0.732583791548899,0.47
"Dunbar-Southlands",2014-08-01,-1.10472547735061,0.105
"Fairview",2014-08-01,2.07571235190001,0.085
"Mount Pleasant",2014-08-01,1.83801769169979,0.095
"Renfrew-Collingwood",2014-08-01,-0.592405487340196,0.31
"West End",2014-08-01,3.12280863310066,0.015
"Downtown",2014-09-01,4.9641232739841,0.005
"Hastings-Sunrise",2014-09-01,-0.270128485365885,0.475
"Kerrisdale",2014-09-01,-1.83394386696293,0.035
"Marpole",2014-09-01,-1.37454760252552,0.06
"Oakridge",2014-09-01,-1.9082966004856,0.02
"Riley Park",2014-09-01,-0.610182870799143,0.45
"South Cambie",2014-09-01,-0.580008048621192,0.495
"Shaughnessy",2014-09-01,-0.930893321662857,0.36
"Victoria-Fraserview",2014-09-01,-1.01597688406739,0.335
"Arbutus Ridge",2014-09-01,-1.29640150003876,0.195
"Grandview-Woodland",2014-09-01,-0.042738510990289,0.31
"Kensington-Cedar Cottage",2014-09-01,-0.696842416336902,0.28
"Killarney",2014-09-01,-0.766226504566007,0.43
"Kitsilano",2014-09-01,1.8283623633323,0.085
"Strathcona",2014-09-01,2.26302329923042,0.045
"Sunset",2014-09-01,-1.53426109276805,0.11
"West Point Grey",2014-09-01,-0.956700889881851,0.465
"Dunbar-Southlands",2014-09-01,-1.41187045955638,0.15
"Fairview",2014-09-01,2.70994273019906,0.05
"Mount Pleasant",2014-09-01,1.91054358397242,0.105
"Renfrew-Collingwood",2014-09-01,-0.446879869301967,0.31
"West End",2014-09-01,4.01606951694413,0.015
"Downtown",2014-10-01,4.65588789069114,0.015
"Hastings-Sunrise",2014-10-01,0.069851870835354,0.28
"Kerrisdale",2014-10-01,-1.85797905926891,0.035
"Marpole",2014-10-01,-1.03432510962868,0.065
"Oakridge",2014-10-01,-1.82647680770598,0.04
"Riley Park",2014-10-01,-0.259637374441916,0.28
"South Cambie",2014-10-01,-0.516286338443803,0.455
"Shaughnessy",2014-10-01,-1.42980859675305,0.245
"Victoria-Fraserview",2014-10-01,-1.07794285116114,0.36
"Arbutus Ridge",2014-10-01,-1.68848500805187,0.055
"Grandview-Woodland",2014-10-01,0.90364134225613,0.26
"Kensington-Cedar Cottage",2014-10-01,-0.00926147375764907,0.455
"Killarney",2014-10-01,-0.941115534339337,0.41
"Kitsilano",2014-10-01,1.15503808434673,0.17
"Strathcona",2014-10-01,2.60832059911866,0.005
"Sunset",2014-10-01,-1.27418909677249,0.28
"West Point Grey",2014-10-01,-1.07716688398696,0.24
"Dunbar-Southlands",2014-10-01,-1.64563994441041,0.095
"Fairview",2014-10-01,2.28052765718097,0.075
"Mount Pleasant",2014-10-01,2.62981752461228,0.06
"Renfrew-Collingwood",2014-10-01,-0.510245757911867,0.275
"West End",2014-10-01,3.3937660800673,0.015
"Downtown",2014-11-01,4.52712378728567,0.005
"Hastings-Sunrise",2014-11-01,0.00186149344289476,0.205
"Kerrisdale",2014-11-01,-1.64470423940604,0.02
"Marpole",2014-11-01,-1.03219811408504,0.11
"Oakridge",2014-11-01,-1.65815558848042,0.025
"Riley Park",2014-11-01,-0.570016322103539,0.425
"South Cambie",2014-11-01,-0.870922815164095,0.445
"Shaughnessy",2014-11-01,-1.16760100117937,0.335
"Victoria-Fraserview",2014-11-01,-0.685752064085943,0.405
"Arbutus Ridge",2014-11-01,-1.23487919586358,0.08
"Grandview-Woodland",2014-11-01,0.248727440868975,0.28
"Kensington-Cedar Cottage",2014-11-01,-0.29908139474557,0.42
"Killarney",2014-11-01,-0.561264679521163,0.44
"Kitsilano",2014-11-01,1.29787045571287,0.17
"Strathcona",2014-11-01,2.53070033561518,0.03
"Sunset",2014-11-01,-1.07357985484651,0.25
"West Point Grey",2014-11-01,-0.972858777836683,0.355
"Dunbar-Southlands",2014-11-01,-1.31194967049903,0.115
"Fairview",2014-11-01,1.89127332910726,0.11
"Mount Pleasant",2014-11-01,2.01344450892375,0.085
"Renfrew-Collingwood",2014-11-01,-0.213695406943768,0.395
"West End",2014-11-01,2.87879960943647,0.01
"Downtown",2014-12-01,4.35465896872062,0.02
"Hastings-Sunrise",2014-12-01,0.106449343630387,0.175
"Kerrisdale",2014-12-01,-1.72056917386427,0.025
"Marpole",2014-12-01,-1.14176377203557,0.065
"Oakridge",2014-12-01,-1.91871905502834,0.005
"Riley Park",2014-12-01,-0.997018390223262,0.355
"South Cambie",2014-12-01,-1.13229884315623,0.335
"Shaughnessy",2014-12-01,-1.4837591907383,0.09
"Victoria-Fraserview",2014-12-01,-0.486080837394037,0.3
"Arbutus Ridge",2014-12-01,-1.414515574927,0.13
"Grandview-Woodland",2014-12-01,0.229820646968729,0.28
"Kensington-Cedar Cottage",2014-12-01,-0.412207917307567,0.495
"Killarney",2014-12-01,0.159694103410719,0.37
"Kitsilano",2014-12-01,1.22925467183676,0.16
"Strathcona",2014-12-01,2.35323295182911,0.02
"Sunset",2014-12-01,-1.36760697543944,0.1
"West Point Grey",2014-12-01,-0.899453553033901,0.45
"Dunbar-Southlands",2014-12-01,-1.30265596799532,0.08
"Fairview",2014-12-01,1.72574644262732,0.12
"Mount Pleasant",2014-12-01,1.70548147239097,0.065
"Renfrew-Collingwood",2014-12-01,0.117961040037047,0.49
"West End",2014-12-01,2.959507893724,0.02
"Downtown",2015-01-01,4.67600418999188,0.005
"Hastings-Sunrise",2015-01-01,-0.0701470893013953,0.26
"Kerrisdale",2015-01-01,-1.63366044834442,0.025
"Marpole",2015-01-01,-1.26694232717826,0.065
"Oakridge",2015-01-01,-1.93056746467091,0.005
"Riley Park",2015-01-01,-0.723339230949047,0.46
"South Cambie",2015-01-01,-0.96302244037754,0.375
"Shaughnessy",2015-01-01,-1.33609901624726,0.13
"Victoria-Fraserview",2015-01-01,-0.97617056132897,0.35
"Arbutus Ridge",2015-01-01,-1.18361803112381,0.27
"Grandview-Woodland",2015-01-01,0.347541864980968,0.32
"Kensington-Cedar Cottage",2015-01-01,-0.431543158781557,0.5
"Killarney",2015-01-01,-0.781874188802456,0.465
"Kitsilano",2015-01-01,1.59967883457857,0.095
"Strathcona",2015-01-01,2.45992003638567,0.015
"Sunset",2015-01-01,-1.37862909320209,0.1
"West Point Grey",2015-01-01,-0.850314104533175,0.38
"Dunbar-Southlands",2015-01-01,-1.05519816886986,0.165
"Fairview",2015-01-01,2.17235816310301,0.055
"Mount Pleasant",2015-01-01,1.95760341490635,0.085
"Renfrew-Collingwood",2015-01-01,-0.521761817968842,0.245
"West End",2015-01-01,3.52023862432921,0.015
"Downtown",2015-02-01,4.58133940940544,0.02
"Hastings-Sunrise",2015-02-01,-0.268048373373373,0.39
"Kerrisdale",2015-02-01,-1.59324363863264,0.06
"Marpole",2015-02-01,-1.14168751621992,0.065
"Oakridge",2015-02-01,-1.73155691384191,0.015
"Riley Park",2015-02-01,-0.940430227128649,0.27
"South Cambie",2015-02-01,-1.03473863931261,0.33
"Shaughnessy",2015-02-01,-1.38105774884236,0.205
"Victoria-Fraserview",2015-02-01,-1.08363056801486,0.255
"Arbutus Ridge",2015-02-01,-1.17016368052421,0.19
"Grandview-Woodland",2015-02-01,0.387432344644149,0.275
"Kensington-Cedar Cottage",2015-02-01,-0.693427331692581,0.385
"Killarney",2015-02-01,-0.717606063324765,0.295
"Kitsilano",2015-02-01,1.55030221041867,0.145
"Strathcona",2015-02-01,2.59426934463703,0.025
"Sunset",2015-02-01,-1.33467650931781,0.11
"West Point Grey",2015-02-01,-0.780055958076129,0.44
"Dunbar-Southlands",2015-02-01,-1.11608048520586,0.195
"Fairview",2015-02-01,1.87363441517706,0.06
"Mount Pleasant",2015-02-01,1.77565495918967,0.085
"Renfrew-Collingwood",2015-02-01,-0.802397952359457,0.25
"West End",2015-02-01,3.46790848748358,0.02
"Downtown",2015-03-01,4.67996971829583,0.005
"Hastings-Sunrise",2015-03-01,0.248720160510918,0.29
"Kerrisdale",2015-03-01,-1.8423410203246,0.02
"Marpole",2015-03-01,-1.09475037401353,0.16
"Oakridge",2015-03-01,-1.82096770044462,0.03
"Riley Park",2015-03-01,-0.601817079331364,0.5
"South Cambie",2015-03-01,-0.935765010323308,0.4
"Shaughnessy",2015-03-01,-1.36988197063272,0.185
"Victoria-Fraserview",2015-03-01,-0.885869590200919,0.33
"Arbutus Ridge",2015-03-01,-1.49161285052749,0.105
"Grandview-Woodland",2015-03-01,0.523141906645678,0.205
"Kensington-Cedar Cottage",2015-03-01,-0.207658416445782,0.495
"Killarney",2015-03-01,-0.869476978827987,0.365
"Kitsilano",2015-03-01,1.39071498220217,0.17
"Strathcona",2015-03-01,2.43185977911314,0.02
"Sunset",2015-03-01,-1.09945234546243,0.21
"West Point Grey",2015-03-01,-1.02153177639727,0.395
"Dunbar-Southlands",2015-03-01,-1.47844451878126,0.115
"Fairview",2015-03-01,2.14218904276054,0.05
"Mount Pleasant",2015-03-01,1.9871229667723,0.055
"Renfrew-Collingwood",2015-03-01,-0.438146310829104,0.5
"West End",2015-03-01,3.45345716474111,0.015
"Downtown",2015-04-01,4.5940190538731,0.015
"Hastings-Sunrise",2015-04-01,-0.251605616163518,0.33
"Kerrisdale",2015-04-01,-1.82341673160592,0.005
"Marpole",2015-04-01,-1.10531223419098,0.185
"Oakridge",2015-04-01,-1.69899530340819,0.025
"Riley Park",2015-04-01,-0.571420756730356,0.48
"South Cambie",2015-04-01,-0.9685845516869,0.345
"Shaughnessy",2015-04-01,-1.49507224709412,0.13
"Victoria-Fraserview",2015-04-01,-0.631339423719715,0.465
"Arbutus Ridge",2015-04-01,-1.35690861217372,0.16
"Grandview-Woodland",2015-04-01,0.0812731720833214,0.34
"Kensington-Cedar Cottage",2015-04-01,-0.259266902455797,0.44
"Killarney",2015-04-01,-0.550836247854527,0.475
"Kitsilano",2015-04-01,1.4777146497995,0.165
"Strathcona",2015-04-01,2.21312800685124,0.035
"Sunset",2015-04-01,-0.956195679514161,0.265
"West Point Grey",2015-04-01,-0.745329046479706,0.41
"Dunbar-Southlands",2015-04-01,-1.22734268566407,0.155
"Fairview",2015-04-01,1.99411457074026,0.07
"Mount Pleasant",2015-04-01,1.80633278130726,0.14
"Renfrew-Collingwood",2015-04-01,-0.436990533955251,0.385
"West End",2015-04-01,3.46614901073026,0.02
"Downtown",2015-05-01,4.5852967211117,0.01
"Hastings-Sunrise",2015-05-01,-0.142751171766075,0.27
"Kerrisdale",2015-05-01,-1.76964966642578,0.01
"Marpole",2015-05-01,-1.08368691095569,0.085
"Oakridge",2015-05-01,-1.72555318177996,0.05
"Riley Park",2015-05-01,-0.490664869973326,0.465
"South Cambie",2015-05-01,-0.857088160948943,0.485
"Shaughnessy",2015-05-01,-1.42747669272319,0.195
"Victoria-Fraserview",2015-05-01,-0.779810768217584,0.46
"Arbutus Ridge",2015-05-01,-1.32024262769277,0.135
"Grandview-Woodland",2015-05-01,0.232061649523195,0.28
"Kensington-Cedar Cottage",2015-05-01,-0.231511169894674,0.485
"Killarney",2015-05-01,-0.458673200107261,0.475
"Kitsilano",2015-05-01,1.37249669023448,0.18
"Strathcona",2015-05-01,2.31345770585876,0.025
"Sunset",2015-05-01,-1.10996665041843,0.295
"West Point Grey",2015-05-01,-0.949936338116881,0.405
"Dunbar-Southlands",2015-05-01,-1.36623682849917,0.18
"Fairview",2015-05-01,2.0807599012006,0.08
"Mount Pleasant",2015-05-01,2.03909735937906,0.115
"Renfrew-Collingwood",2015-05-01,-0.354364410758393,0.37
"West End",2015-05-01,3.27883333437797,0.015
"Downtown",2015-06-01,4.49918660710242,0.015
"Hastings-Sunrise",2015-06-01,0.136551495405413,0.25
"Kerrisdale",2015-06-01,-1.9077461289787,0.005
"Marpole",2015-06-01,-1.39333099941448,0.04
"Oakridge",2015-06-01,-2.00027174704358,0.01
"Riley Park",2015-06-01,-0.679607746655224,0.38
"South Cambie",2015-06-01,-1.19447432046967,0.28
"Shaughnessy",2015-06-01,-1.80641281120676,0.02
"Victoria-Fraserview",2015-06-01,-0.704317141264033,0.5
"Arbutus Ridge",2015-06-01,-1.41101373232963,0.16
"Grandview-Woodland",2015-06-01,0.447336562694724,0.19
"Kensington-Cedar Cottage",2015-06-01,-0.127166068390948,0.485
"Killarney",2015-06-01,-0.522034873714154,0.445
"Kitsilano",2015-06-01,1.24795175590439,0.14
"Strathcona",2015-06-01,2.63999557783796,0.04
"Sunset",2015-06-01,-1.15693369896919,0.2
"West Point Grey",2015-06-01,-0.688261767712608,0.45
"Dunbar-Southlands",2015-06-01,-1.12310030633994,0.115
"Fairview",2015-06-01,1.6628579959935,0.065
"Mount Pleasant",2015-06-01,1.95921959605715,0.07
"Renfrew-Collingwood",2015-06-01,-0.207012132736388,0.475
"West End",2015-06-01,3.04332823556321,0.035
"Downtown",2015-07-01,4.48259202728716,0.01
"Hastings-Sunrise",2015-07-01,0.140341478650398,0.255
"Kerrisdale",2015-07-01,-1.4503034164744,0.04
"Marpole",2015-07-01,-1.28211965138471,0.085
"Oakridge",2015-07-01,-1.94656330567263,0.03
"Riley Park",2015-07-01,-0.736183430543754,0.5
"South Cambie",2015-07-01,-1.13282406162428,0.295
"Shaughnessy",2015-07-01,-1.25491766274184,0.18
"Victoria-Fraserview",2015-07-01,-0.806488118118772,0.46
"Arbutus Ridge",2015-07-01,-0.930998564424829,0.28
"Grandview-Woodland",2015-07-01,0.428240474416283,0.21
"Kensington-Cedar Cottage",2015-07-01,-0.179429496735289,0.395
"Killarney",2015-07-01,-1.00422758781466,0.255
"Kitsilano",2015-07-01,1.59692252094407,0.115
"Strathcona",2015-07-01,2.41186855452041,0.03
"Sunset",2015-07-01,-1.18243021081961,0.235
"West Point Grey",2015-07-01,-0.620834842792144,0.34
"Dunbar-Southlands",2015-07-01,-0.754608765491249,0.215
"Fairview",2015-07-01,1.7660989035802,0.135
"Mount Pleasant",2015-07-01,1.93527528621633,0.085
"Renfrew-Collingwood",2015-07-01,-0.391453297098585,0.485
"West End",2015-07-01,3.06245155197832,0.025
"Downtown",2015-08-01,4.47920293658307,0.005
"Hastings-Sunrise",2015-08-01,0.0461144509675659,0.335
"Kerrisdale",2015-08-01,-1.42421696271943,0.025
"Marpole",2015-08-01,-0.979430839028519,0.195
"Oakridge",2015-08-01,-1.54579866736182,0.045
"Riley Park",2015-08-01,-0.546706195349434,0.475
"South Cambie",2015-08-01,-0.967818113361585,0.455
"Shaughnessy",2015-08-01,-1.25759891581978,0.165
"Victoria-Fraserview",2015-08-01,-0.728233003644994,0.455
"Arbutus Ridge",2015-08-01,-1.13291170644772,0.29
"Grandview-Woodland",2015-08-01,0.184888171909869,0.225
"Kensington-Cedar Cottage",2015-08-01,-0.162348897462528,0.465
"Killarney",2015-08-01,-0.916048401290003,0.415
"Kitsilano",2015-08-01,1.4073086006357,0.2
"Strathcona",2015-08-01,2.22953345547536,0.03
"Sunset",2015-08-01,-0.858679258080363,0.275
"West Point Grey",2015-08-01,-0.808213928367636,0.4
"Dunbar-Southlands",2015-08-01,-1.01877155950336,0.135
"Fairview",2015-08-01,1.85846764200525,0.07
"Mount Pleasant",2015-08-01,1.81147190852926,0.115
"Renfrew-Collingwood",2015-08-01,-0.458447201776512,0.455
"West End",2015-08-01,3.03453137127874,0.025
"Downtown",2015-09-01,4.57435872102407,0.005
"Hastings-Sunrise",2015-09-01,-0.26946109033857,0.275
"Kerrisdale",2015-09-01,-1.63296321257157,0.015
"Marpole",2015-09-01,-0.997642556513352,0.085
"Oakridge",2015-09-01,-1.68498915441002,0.045
"Riley Park",2015-09-01,-0.635844963928311,0.465
"South Cambie",2015-09-01,-0.818199711138851,0.415
"Shaughnessy",2015-09-01,-1.3840718284579,0.22
"Victoria-Fraserview",2015-09-01,-0.848905688905268,0.355
"Arbutus Ridge",2015-09-01,-1.30570160052692,0.105
"Grandview-Woodland",2015-09-01,0.170100575481488,0.27
"Kensington-Cedar Cottage",2015-09-01,-0.389542253889444,0.485
"Killarney",2015-09-01,-0.82254639281544,0.415
"Kitsilano",2015-09-01,1.44857634802899,0.11
